File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF474BNK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR253CKN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7589/'], '@type': ['Target', 'Item'], 'name': 'ZSCAN21-human', 'label': 'ZSCAN21', '@id': '/targets/ZSCAN21-human/', 'title': 'ZSCAN21 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c6454617-e163-45c5-94e7-be095376477b', 'status': 'released'}				ZSCAN21-human	DNA				formaldehyde		2017-04-05	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF190AZK/, /files/ENCFF383QIP/, /files/ENCFF425NTG/, /files/ENCFF705BZZ/, /files/ENCFF654JHZ/, /files/ENCFF489ERC/, /files/ENCFF533HJT/, /files/ENCFF736OSY/, /files/ENCFF500XPF/, /files/ENCFF482RWP/, /files/ENCFF451CVJ/, /files/ENCFF919EDN/, /files/ENCFF709TVD/, /files/ENCFF863WTQ/, /files/ENCFF949NGG/, /files/ENCFF585IQN/, /files/ENCFF847EHD/, /files/ENCFF905YEA/, /files/ENCFF856XMU/, /files/ENCFF528DFI/, /files/ENCFF785BTW/, /files/ENCFF800IMV/, /files/ENCFF928CJD/, /files/ENCFF490JCT/, /files/ENCFF356LFX/, /files/ENCFF065LBX/, /files/ENCFF292DXV/	356306	ENCODE Processing Pipeline	51ec326768f32e191b1b58ef3426ccb5		https://www.encodeproject.org/files/ENCFF474BNK/@@download/ENCFF474BNK.bed.gz				released	s3://encode-public/2020/08/07/1bd131c5-0d77-4eeb-b44e-3910853225af/ENCFF474BNK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/1bd131c5-0d77-4eeb-b44e-3910853225af/ENCFF474BNK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing biosample characterization, missing genetic modification characterization		
ENCFF006GSY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQZ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										STAT5A-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF691UEA/, /files/ENCFF356LFX/, /files/ENCFF305BPN/, /files/ENCFF870NMW/, /files/ENCFF548BLU/, /files/ENCFF339NUH/	153690	ENCODE Processing Pipeline	b5cba122ab663edf3b71b061768ec75b		https://www.encodeproject.org/files/ENCFF006GSY/@@download/ENCFF006GSY.bed.gz				released	s3://encode-public/2020/12/28/5e30b001-0555-4da1-a188-46929a110454/ENCFF006GSY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/5e30b001-0555-4da1-a188-46929a110454/ENCFF006GSY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms		
ENCFF715WGN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EFU	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELK1-human	DNA						2012-08-20	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF345CYR/, /files/ENCFF215JGP/, /files/ENCFF396DTD/	69940	ENCODE Processing Pipeline	ef56e3407b4d346fbd8010f91f1fc332		https://www.encodeproject.org/files/ENCFF715WGN/@@download/ENCFF715WGN.bed.gz				released	s3://encode-public/2020/12/27/3400c272-3f22-48f1-b93f-9615d98608e4/ENCFF715WGN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/3400c272-3f22-48f1-b93f-9615d98608e4/ENCFF715WGN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth		
ENCFF292HSS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR026KKZ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1577'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7709/'], '@type': ['Target', 'Item'], 'name': 'ZBTB17-human', 'label': 'ZBTB17', '@id': '/targets/ZBTB17-human/', 'title': 'ZBTB17 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'e86aede1-f151-4dd7-b5a7-ebe79f73db60', 'status': 'released'}				ZBTB17-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF670GFN/, /files/ENCFF356LFX/, /files/ENCFF631KYO/	283023	ENCODE Processing Pipeline	8bed469c7f2fbb0d0865b541324bb14e		https://www.encodeproject.org/files/ENCFF292HSS/@@download/ENCFF292HSS.bed.gz				released	s3://encode-public/2020/07/07/2fcb9a50-1202-48cb-826f-9d8114afd890/ENCFF292HSS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/2fcb9a50-1202-48cb-826f-9d8114afd890/ENCFF292HSS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF177MVH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BVO	TF ChIP-seq	/human-donors/ENCDO000ABA/	EFO:0001247	T47D	cell line	Homo sapiens										JUND-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF774WJZ/, /files/ENCFF250QFE/, /files/ENCFF280JWV/	167008	ENCODE Processing Pipeline	f32be0214237ecdb01a8ec17ac0657e4		https://www.encodeproject.org/files/ENCFF177MVH/@@download/ENCFF177MVH.bed.gz				released	s3://encode-public/2020/12/12/790f861f-a387-40ca-8631-470290dfa60e/ENCFF177MVH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/790f861f-a387-40ca-8631-470290dfa60e/ENCFF177MVH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth		
ENCFF087KDW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BUP	TF ChIP-seq	/human-donors/ENCDO000ABB/	EFO:0002713	Panc1	cell line	Homo sapiens										REST-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF300UBI/, /files/ENCFF430AJX/, /files/ENCFF197RFW/, /files/ENCFF356LFX/	123921	ENCODE Processing Pipeline	b772abde9eedd81a5601c6d825f315f0		https://www.encodeproject.org/files/ENCFF087KDW/@@download/ENCFF087KDW.bed.gz				released	s3://encode-public/2020/12/27/added863-d987-465e-9581-fcba1d519854/ENCFF087KDW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/added863-d987-465e-9581-fcba1d519854/ENCFF087KDW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth		
ENCFF748SGP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR639UKJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8028/'], '@type': ['Target', 'Item'], 'name': 'MLLT10-human', 'label': 'MLLT10', '@id': '/targets/MLLT10-human/', 'title': 'MLLT10 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c0d1b42e-5569-459d-aeda-da2a84333302', 'status': 'released'}				MLLT10-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF657NDS/, /files/ENCFF063WAY/, /files/ENCFF360FUV/	24048	ENCODE Processing Pipeline	14ca6920e89869b861700491662e6b6f		https://www.encodeproject.org/files/ENCFF748SGP/@@download/ENCFF748SGP.bed.gz				released	s3://encode-public/2020/07/04/c01a72be-7f9f-4eb9-9bfb-4fd5a0a3880e/ENCFF748SGP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/04/c01a72be-7f9f-4eb9-9bfb-4fd5a0a3880e/ENCFF748SGP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF936XIP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EVE	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										TCF7L2-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF130TIY/, /files/ENCFF098VCW/, /files/ENCFF949UKH/, /files/ENCFF356LFX/	410596	ENCODE Processing Pipeline	326c24543112cc90c910d22ab2850250		https://www.encodeproject.org/files/ENCFF936XIP/@@download/ENCFF936XIP.bed.gz				released	s3://encode-public/2020/12/11/97548647-eb16-44d4-b822-e171ae70c657/ENCFF936XIP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/97548647-eb16-44d4-b822-e171ae70c657/ENCFF936XIP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms		
ENCFF370XOM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR354FPG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6777/'], '@type': ['Target', 'Item'], 'name': 'STAT5B-human', 'label': 'STAT5B', '@id': '/targets/STAT5B-human/', 'title': 'STAT5B (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '99beabc3-ad50-44a4-a82b-aa7fc009266b', 'status': 'released'}				STAT5B-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF646MIS/, /files/ENCFF424BQV/, /files/ENCFF356LFX/	86336	ENCODE Processing Pipeline	8111f6a280541a89b612eb8426bc49d0		https://www.encodeproject.org/files/ENCFF370XOM/@@download/ENCFF370XOM.bed.gz				released	s3://encode-public/2020/07/06/b1192888-9aa4-4066-a537-4b24d565d221/ENCFF370XOM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/06/b1192888-9aa4-4066-a537-4b24d565d221/ENCFF370XOM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF134BQO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DYS	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										JUND-human	DNA						2012-08-20	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF078GJW/, /files/ENCFF891HXN/, /files/ENCFF356LFX/, /files/ENCFF770CJK/, /files/ENCFF196PQA/	141773	ENCODE Processing Pipeline	ab9770cdaffca5f3a79b3cee82ef346f		https://www.encodeproject.org/files/ENCFF134BQO/@@download/ENCFF134BQO.bed.gz				released	s3://encode-public/2020/12/26/4af2c2f9-6406-4bd9-9d84-0205b29aad2c/ENCFF134BQO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/4af2c2f9-6406-4bd9-9d84-0205b29aad2c/ENCFF134BQO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, moderate library complexity, low read depth, improper control_type of control experiment, mild to moderate bottlenecking		
ENCFF592NJN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR953KEY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-293'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7030/'], '@type': ['Target', 'Item'], 'name': 'TFE3-human', 'label': 'TFE3', '@id': '/targets/TFE3-human/', 'title': 'TFE3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1090fdea-0fec-40ef-9897-ebfd2d04cbdb', 'status': 'released'}				TFE3-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF634YLL/, /files/ENCFF356LFX/, /files/ENCFF152QJV/	396488	ENCODE Processing Pipeline	87424d6f3ff19415f64f25403fe9ffd2		https://www.encodeproject.org/files/ENCFF592NJN/@@download/ENCFF592NJN.bed.gz				released	s3://encode-public/2020/07/03/f75d9fbc-d83b-4b30-81b2-c7fb43f8b4b2/ENCFF592NJN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/03/f75d9fbc-d83b-4b30-81b2-c7fb43f8b4b2/ENCFF592NJN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mixed read lengths, mild to moderate bottlenecking		
ENCFF326CIT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EFZ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										UBTF-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF147YPF/, /files/ENCFF390WFJ/, /files/ENCFF769RAH/, /files/ENCFF961DZB/, /files/ENCFF356LFX/	358077	ENCODE Processing Pipeline	a9e2aa4c065f6a8febb800e0f5b15a4a		https://www.encodeproject.org/files/ENCFF326CIT/@@download/ENCFF326CIT.bed.gz				released	s3://encode-public/2020/12/11/d6ab072b-8d75-48da-8aea-a8705b630771/ENCFF326CIT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/d6ab072b-8d75-48da-8aea-a8705b630771/ENCFF326CIT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth		
ENCFF257FUV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SP4-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF544THU/, /files/ENCFF043RAX/, /files/ENCFF356LFX/, /files/ENCFF855LUO/, /files/ENCFF618AQB/	138857	ENCODE Processing Pipeline	fb832c8e033746379c5dbc8c6a14a181		https://www.encodeproject.org/files/ENCFF257FUV/@@download/ENCFF257FUV.bed.gz				released	s3://encode-public/2021/01/02/11b2afd2-26bc-4aba-becb-98e3ae2ad3ce/ENCFF257FUV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/11b2afd2-26bc-4aba-becb-98e3ae2ad3ce/ENCFF257FUV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms		
ENCFF453UVV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR469GZL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84458/'], '@type': ['Target', 'Item'], 'name': 'LCOR-human', 'label': 'LCOR', '@id': '/targets/LCOR-human/', 'title': 'LCOR (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '8da5daff-ed17-4c2b-9a42-3b3689fd38f2', 'status': 'released'}				LCOR-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF675MXL/, /files/ENCFF723HPB/, /files/ENCFF386WDR/, /files/ENCFF356LFX/	607401	ENCODE Processing Pipeline	6cce76c557fbe027d031c6f175b6a35b		https://www.encodeproject.org/files/ENCFF453UVV/@@download/ENCFF453UVV.bed.gz				released	s3://encode-public/2020/07/01/2066e299-874c-465d-9aaf-b87556626722/ENCFF453UVV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/01/2066e299-874c-465d-9aaf-b87556626722/ENCFF453UVV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF632NSF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR618END	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1032'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/80264/'], '@type': ['Target', 'Item'], 'name': 'ZNF430-human', 'label': 'ZNF430', '@id': '/targets/ZNF430-human/', 'title': 'ZNF430 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '58e755d2-0af2-42af-b08a-d4aa3bb6ffa2', 'status': 'released'}				ZNF430-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF326YFQ/, /files/ENCFF356LFX/, /files/ENCFF272GBE/, /files/ENCFF746UDI/	416153	ENCODE Processing Pipeline	69acf61c23510f742349ab4f0cd0e913		https://www.encodeproject.org/files/ENCFF632NSF/@@download/ENCFF632NSF.bed.gz				released	s3://encode-public/2021/08/02/bb292bfa-b1cd-447f-8c9a-546578bfcb6c/ENCFF632NSF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/bb292bfa-b1cd-447f-8c9a-546578bfcb6c/ENCFF632NSF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF424JHD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECL	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										MAZ-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF304NMV/, /files/ENCFF954EHQ/, /files/ENCFF989ZLF/	308853	ENCODE Processing Pipeline	24ff07bf87bf854c867033b193710c19		https://www.encodeproject.org/files/ENCFF424JHD/@@download/ENCFF424JHD.bed.gz				released	s3://encode-public/2020/12/11/8d3a183f-e256-4c46-8851-d4a7fbf03717/ENCFF424JHD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/8d3a183f-e256-4c46-8851-d4a7fbf03717/ENCFF424JHD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, inconsistent platforms, low read depth		
ENCFF230EPT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR096OUP	TF ChIP-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1790'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4776/'], '@type': ['Target', 'Item'], 'name': 'NFATC4-human', 'label': 'NFATC4', '@id': '/targets/NFATC4-human/', 'title': 'NFATC4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '13f85ab8-e7d1-4177-ad55-c57d53d21587', 'status': 'released'}				NFATC4-human	DNA						2021-11-08	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF290MVS/, /files/ENCFF183SCQ/, /files/ENCFF343HJK/	58217	ENCODE Processing Pipeline	8c7e08d47195a86b9b4f20da178be1ff		https://www.encodeproject.org/files/ENCFF230EPT/@@download/ENCFF230EPT.bed.gz				released	s3://encode-public/2021/10/27/b234ca3a-fc71-415d-bc89-19948633119d/ENCFF230EPT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/27/b234ca3a-fc71-415d-bc89-19948633119d/ENCFF230EPT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF467CVV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DNA	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										CTCF-human	DNA						2012-08-27	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF061MGX/, /files/ENCFF356LFX/, /files/ENCFF813GIN/, /files/ENCFF560QWU/	701777	ENCODE Processing Pipeline	d9faa0ab50b663be20e34fe8c9781bad		https://www.encodeproject.org/files/ENCFF467CVV/@@download/ENCFF467CVV.bed.gz				released	s3://encode-public/2020/09/26/ef04ed9d-db16-41ab-be66-fa73512a04cc/ENCFF467CVV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/ef04ed9d-db16-41ab-be66-fa73512a04cc/ENCFF467CVV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	moderate library complexity, low read length, mild to moderate bottlenecking		
ENCFF599KZZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EDU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										MXI1-human	DNA						2012-08-20	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF674OWW/, /files/ENCFF454PQR/, /files/ENCFF126ZPH/, /files/ENCFF356LFX/, /files/ENCFF838XHB/, /files/ENCFF862DIU/, /files/ENCFF153QSO/	430189	ENCODE Processing Pipeline	89970f3a10119bc4f03752d80b1d7c81		https://www.encodeproject.org/files/ENCFF599KZZ/@@download/ENCFF599KZZ.bed.gz				released	s3://encode-public/2021/01/07/8eb6ee5a-e461-400b-a514-3360cc73fce0/ENCFF599KZZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/07/8eb6ee5a-e461-400b-a514-3360cc73fce0/ENCFF599KZZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read length, inconsistent platforms, low read depth		
