	Chrom	Start	End	Strand	Site Selection Category	Cluster ID	Site Delta	Site Std	Intercept	r Age	r Sex	r CT-PC1	r CT-PC2	r Age / Std	r Sex / Std	r CT-PC1 / Std	r CT-PC2 / Std
cg21792134	chr3	121491381	121491382	+	Cell Type PC1	9	0.690181716027495	0.10644234305884887	0.8139335349382644	0.02733467964675793	-0.011908453617730103	-0.631870744498968	0.019615812827910223	0.2568026864238171	-0.111877033852461	-5.936272411343154	0.18428580454176222
cg21899500	chr3	51740849	51740850	-	Age	7	0.5521979865103759	0.08347135405358876	0.4393130180583498	0.28232898507210563	-0.028350918595536158	-0.018373832880515376	0.08757252023407384	3.382345815198468	-0.3396484808109716	-0.22012141876504535	1.0491326183333762
cg22137772	chr3	150755799	150755800	-	Mixed	3	0.27204486691554036	0.04663759473928698	0.3529176143740669	-0.08799784865036259	-0.018930645178222905	-0.13331763453500298	-0.146092417466561	-1.8868436321016828	-0.40590955181219807	-2.8585872680671867	-3.1325032580098817
cg22331294	chr3	45698298	45698299	+	Mixed	3	0.3671266003019523	0.0580835546831018	0.3951608422910075	-0.1261606056671562	-0.012938939687106299	-0.1533094746450793	-0.21420265429732643	-2.1720538000037384	-0.22276425328477037	-2.639464397134797	-3.687836522161827
cg23732483	chr3	48965610	48965611	+	Mixed	3	0.45607786652730253	0.0744167349308996	0.4663093643868229	-0.17311543337520263	-0.007242896202428628	-0.18792194958004782	-0.2917235355757888	-2.3262970827187015	-0.09732886304611578	-2.5252646431551264	-3.920133500168632
cg24721964	chr3	150662696	150662697	+	Mixed	3	0.4696355937009268	0.07071080924198071	0.5452475097967919	-0.1238412278998589	-0.01969024708656092	-0.2545755074362422	-0.25801637753613427	-1.7513761930804614	-0.2784616283937379	-3.6002346764983955	-3.648895837879211
cg24969820	chr3	98497863	98497864	+	Mixed	3	0.3402406215279822	0.042889523040398364	0.3914024857613876	-0.09311471198740527	-0.017145117430901274	-0.13405196188000804	-0.11007381894452255	-2.171036313453497	-0.39975071335608	-3.1255176643895584	-2.5664500591634503
cg25006077	chr3	152176017	152176018	+	Cell Type PC1	9	0.6853359686312149	0.10955819119818354	0.8244478732516868	0.002261134976151745	-0.008031880368863237	-0.6395830690507109	0.047019501196286145	0.020638666551746013	-0.07331154595582995	-5.837838887771954	0.42917376311216177
cg25375916	chr3	155570274	155570275	-	Mixed	3	0.4710992290050376	0.07512896376796882	0.5624129720471834	-0.11318773395862405	-0.02345344817204864	-0.2759323485593506	-0.26834896265285735	-1.5065791977139122	-0.3121758506410813	-3.6727825690708404	-3.571844322006578
cg00802478	chr4	40588552	40588553	+	Mixed	3	0.3574508537698744	0.0604267555241038	0.40173120574218874	-0.10864226587943968	-0.020545932102489506	-0.23423621026451397	-0.15744574487973592	-1.7979165840883689	-0.3400138220939875	-3.8763658288931104	-2.6055634381516968
cg03340036	chr4	89446408	89446409	+	Cell Type PC1	9	0.7440670884595829	0.12256606790716863	0.8695708162301421	-0.01077869388477239	-0.013884806383968384	-0.7263610855958281	0.020614787524947248	-0.0879419081383614	-0.11328426065266871	-5.9262820289378375	0.16819326814466184
cg04307083	chr4	57521137	57521138	+	Cell Type PC2	5	0.2766157461501771	0.04405843983235405	0.37595534449026446	0.009147383539858285	-0.013502087387621181	-0.06452514151910166	-0.2829667111957852	0.20761932502977462	-0.3064585908851453	-1.46453532545921	-6.422531353186735
cg04747180	chr4	39116217	39116218	+	Cell Type PC1	9	0.7768566583459101	0.08840885400621248	0.6865352001310827	0.007421911373252292	-0.008042887481094718	-0.517809467597299	-0.03955956724841926	0.08394986516543643	-0.09097377826580068	-5.856986536223086	-0.44746159978093836
cg08262002	chr4	16575322	16575323	+	Age	6	0.627031690662714	0.08651088044836112	0.7309680839124337	-0.312210777117442	-0.021879391199412526	0.058880490667588437	-0.13203493983264253	-3.608919196051906	-0.25290912641297725	0.6806137027207181	-1.5262235125610009
cg10061361	chr4	122078166	122078167	-	Cell Type PC2	8	0.6118157162463426	0.08958659954643554	0.012969595156373179	0.10553310303288985	-0.029182301460476984	-0.2227832757329993	0.4526857386800417	1.1780009908534226	-0.32574404663446216	-2.4867924093661324	5.0530519181655125
cg10242160	chr4	48493349	48493350	-	Age	7	0.43772908287786716	0.04516975781978709	0.1523850163088725	0.15330671799267948	0.0012385986732710644	0.007949549446349742	0.052927208058491784	3.394012396619976	0.027420972195881094	0.1759927400555457	1.1717399121255963
cg10338518	chr4	87895136	87895137	+	Cell Type PC1	9	0.7355716634863	0.09829688505884722	0.7093392069554723	-0.025003353843445906	-0.014764679954455295	-0.5747833279163851	-0.03656584718892833	-0.25436567830686796	-0.15020496270676484	-5.847421589934214	-0.3719939565433586
cg11088672	chr4	142678612	142678613	-	Mixed	3	0.5530135565461394	0.08646322290244202	0.6480499982687483	-0.13517582070715445	-0.019831242886419964	-0.31584871904659184	-0.29791241261354995	-1.5633909559406052	-0.22936044043599793	-3.652983412415352	-3.445539069827293
cg11970349	chr4	8582286	8582287	-	Age	7	0.49641350647915017	0.052140261160038885	0.1343665241458525	0.18804665699199719	-0.01594138618438279	0.061677352610537375	0.03775051885171858	3.6065537994680987	-0.3057404360797586	1.1829122301713337	0.7240185992902385
cg12586707	chr4	74738901	74738902	-	Mixed	3	0.4828898646151613	0.06993512078240186	0.5112667483452915	-0.12721700645153236	-0.015715577036270717	-0.23515018825703943	-0.23742586045096317	-1.8190718058149784	-0.22471652097618613	-3.362404835028347	-3.3949445971459293
cg16007497	chr4	74713355	74713356	+	Mixed	3	0.42639720845084106	0.05422429480527394	0.44987884335625067	-0.09150176639122369	-0.01786887986431296	-0.2215405427414775	-0.12648755008997115	-1.6874680753307665	-0.32953641773456505	-4.085632529423511	-2.3326730304968164
cg16571794	chr4	7648626	7648627	-	Mixed	5	0.4510273099203891	0.06770454014031602	0.5972624717766256	-0.08012269509656131	-0.011338452689095613	-0.2428697744620483	-0.300826457017838	-1.183416871756443	-0.16746960640448846	-3.587200710007137	-4.443224285910258
cg19050061	chr4	77134470	77134471	+	Cell Type PC2	8	0.3348092813537381	0.051769341689797896	0.07136402134461661	0.04410618672041616	-0.01611555029813938	-0.13123629019304295	0.269384816513765	0.8519750354312136	-0.31129525259764407	-2.53501949048167	5.2035588578259295
cg20107506	chr4	100874825	100874826	+	Cell Type PC1	9	0.740648847949038	0.12503689145456165	0.8680616642219179	0.0005873933905978608	-0.002551005161249398	-0.7336428592601187	-0.02115852168370437	0.004697760666989384	-0.020402020008442323	-5.867411215406968	-0.16921823181595463
cg20816447	chr4	15480780	15480781	-	Age	6	0.5375499973188793	0.10477850163034948	0.5122975189362592	-0.3460810231496055	-0.03663492385590843	0.021715189899859676	-0.14078830645856238	-3.302977402468999	-0.3496416085921292	0.20724852485931897	-1.3436755085051009
cg23206160	chr4	140661864	140661865	+	Mixed	3	0.33790356798219556	0.05223556035238995	0.3959060532745859	-0.08723303861749723	-0.01859563986563134	-0.19488640496452614	-0.16585399045643476	-1.6699933537423233	-0.35599579558794814	-3.7309144125149496	-3.175116517130392
cg24504349	chr4	120974343	120974344	-	Cell Type PC1	9	0.7132840562869114	0.10185075996938013	0.6929289110502014	-0.016865252675320595	-0.015266188019087995	-0.5936154347002898	-0.01780479491510102	-0.1655878923278616	-0.14988781648440858	-5.828286748952596	-0.17481258775539585
cg25510614	chr4	683771	683772	+	Cell Type PC2	5	0.29238760387508494	0.039161757628643386	0.5096260159345488	-0.04536365591365909	-0.008942798686542464	-0.033053764376786005	-0.1993732863496137	-1.1583661883571732	-0.228355396388072	-0.8440316875004119	-5.091019873014833
cg25788793	chr4	10034579	10034580	+	Mixed	3	0.429619365801928	0.06578921882532429	0.4614075496256893	-0.14162015031637168	-0.018342564128797312	-0.2388899263215447	-0.14612198077298483	-2.1526346238034026	-0.2788080548197161	-3.6311409466012483	-2.221062711824418
cg26450750	chr4	87816982	87816983	-	Age	6	0.3040629006794811	0.044827705055683315	0.29304275745302266	-0.1341732260918619	-0.019791597063328198	-0.03022419186273447	-0.08572319403878423	-2.9930871081889405	-0.4415036870333605	-0.6742301847750426	-1.9122815663282797
cg00059225	chr5	151304356	151304357	+	Age	7	0.5055604689515509	0.05423976226606504	0.2670136364443624	0.1995768017068235	-0.02304302224040924	0.0058686727508225085	0.07322986754754295	3.6795294331827884	-0.4248363428913118	0.108198718166105	1.350114095049399
cg00450651	chr5	139485901	139485902	-	Cell Type PC2	5	0.5038819731203775	0.07174229192853936	0.5477915184585573	-0.0754677937116586	-0.01017139703165737	-0.2569102935289001	-0.3707179490069692	-1.0519289485040444	-0.141776862130204	-3.5810159756925777	-5.16735580982319
cg03555227	chr5	170289069	170289070	-	Age	7	0.33779200970352796	0.052731209084468364	0.20574585799335124	0.1623007205001195	-0.025132754875288925	-0.057062307146449665	0.14393200602342582	3.0778873330997474	-0.47662011381209946	-1.0821353831474536	2.7295411677905195
cg04605590	chr5	148185120	148185121	-	Mixed	3	0.23837055748456698	0.03976849580393977	0.25717565160653305	-0.08170286656553707	-0.009211864641610862	-0.11913039634467379	-0.12692424280514628	-2.054462078936437	-0.23163724087090728	-2.9955972418969847	-3.1915776606409185
cg04730794	chr5	169144437	169144438	-	Cell Type PC1	9	0.714400456620917	0.10036366384856858	0.77626067881387	0.009461763532460669	-0.009284334878855188	-0.5877057992147318	-0.02543115516279891	0.09427479198783371	-0.09250693451031884	-5.8557627001489125	-0.2533900635709167
cg05207048	chr5	167513455	167513456	-	Age	4	0.6126707425103697	0.07579034366005565	0.34258692011291303	-0.24205210863377027	-0.015625839561430446	-0.07990893215810296	-0.10752749454462016	-3.1937064399582717	-0.2061719053751415	-1.054341863345026	-1.418749267412165
cg05496814	chr5	111445414	111445415	-	Mixed	3	0.384413883987503	0.05984727842327946	0.4709580798335216	-0.10659430076199156	-0.018692695049701363	-0.20939180276813912	-0.19994263628315895	-1.7811052326905545	-0.3123399349506637	-3.4987690047855153	-3.340881014990066
cg06465076	chr5	96027377	96027378	+	Cell Type PC1	9	0.753633660004008	0.11987947011926975	0.8742493064172454	0.013437285737656842	-0.0059758184143271775	-0.7149700183296757	0.035358984456838854	0.1120899660658151	-0.0498485554564243	-5.964073895374597	0.2949544606900557
cg06677890	chr5	149887485	149887486	-	Mixed	3	0.353782928792494	0.058442727656676005	0.42839546531576655	-0.09516365389938176	-0.014386803511719226	-0.2336296799618906	-0.16360769626444316	-1.6283232784483335	-0.24616926842010253	-3.997583434749263	-2.7994534619527465
cg06851151	chr5	133436367	133436368	-	Cell Type PC1	10	0.41326137316056705	0.06920995820882879	0.3324968407839849	0.002100402350416833	-0.005725684414146143	0.4075362258540286	0.015860566974550377	0.030348267861674487	-0.08272919912579493	5.888404449318698	0.22916596664737068
cg08234504	chr5	139013316	139013317	+	Age	6	0.42013955788813695	0.0453776665641948	0.3562698175635642	-0.1442453192488428	-0.021297571976182796	0.11123738775751901	-0.07175111763562186	-3.1787733960445514	-0.46934039558983454	2.451368617647051	-1.581198925998478
cg08400424	chr5	142357041	142357042	+	Cell Type PC2	5	0.3484964488813011	0.053306695700275436	0.46211409939829495	-0.059167607100868685	-0.020226867064332632	-0.13617221454876074	-0.288299452430607	-1.109947002409361	-0.3794432725311113	-2.5545048846097798	-5.408315946867391
cg10487428	chr5	59559217	59559218	-	Cell Type PC1	9	0.555347834806313	0.06949860749179902	0.660016145770665	-0.011164114215740583	-0.014711616479734416	-0.40707116293738893	-0.013471977388153929	-0.1606379554735391	-0.21168217624317748	-5.857256391582006	-0.1938452851698309
cg11080651	chr5	10445522	10445523	+	Mixed	3	0.3853371683602588	0.04330804021727417	0.3527130708567177	-0.06675930710272876	-0.02050083549645995	-0.15199168977829935	-0.11548969531456166	-1.5414991481443356	-0.4733725052809671	-3.5095490125104947	-2.6667033358045273
cg12307314	chr5	142206723	142206724	+	Cell Type PC2	2	0.37756038647627405	0.04642227829167226	0.4155265317993605	-0.07551979671539437	-0.020181844774147778	-0.021879224799251994	-0.23956088320299015	-1.6268007408189171	-0.43474481470609383	-0.47130872512943706	-5.160472342564136
cg13948857	chr5	131763755	131763756	+	Mixed	3	0.404428740585895	0.061067191007046495	0.4869299414179413	-0.08204637477986221	-0.010577969193826087	-0.23009207788716798	-0.25473588393281066	-1.3435426360186593	-0.17321853223288924	-3.767851019389738	-4.17140333020094
cg13995774	chr5	179189809	179189810	-	Cell Type PC1	9	0.6409243784090118	0.08110665198333517	0.65107030068922	-0.03297599678453824	-0.017020286001787482	-0.46960865644957434	-0.025140439746951695	-0.4065757367387543	-0.20985067914385874	-5.790014073642985	-0.30996766765958056
cg14314729	chr5	179815974	179815975	-	Age	6	0.43070399071601	0.05386922647445092	0.48860810108422154	-0.17626128546291114	-0.0038974181554142923	0.08355742597720311	-0.07007798702564912	-3.272021838785977	-0.07234962167616715	1.55111612781061	-1.3008909095601304
cg14566959	chr5	140772680	140772681	+	Age	7	0.616649094153561	0.09589417787375003	0.38782053304251946	0.3139812064830819	0.0002709065273978073	-0.04402929852819798	0.09753734059678887	3.2742468150303714	0.0028250570931894394	-0.4591446478238228	1.017135166695961
cg17621438	chr5	63461215	63461216	+	Age	4	0.4393964466369612	0.06845553748365109	0.44324166857930103	-0.24342479335495584	-0.033414175509079644	-0.05154145909388739	0.08428300210063024	-3.5559547452693923	-0.48811501212827074	-0.7529187701754119	1.2312079518878827
cg21099332	chr5	39270714	39270715	+	Cell Type PC2	5	0.37514428175202347	0.06308820798150036	0.4417936969106917	-0.08783441561626	-0.007641811394136555	-0.19054056063858232	-0.3146965030575259	-1.3922477500393748	-0.12112899761517078	-3.0202246463309814	-4.988198478387685
cg21494379	chr5	88275242	88275243	-	Mixed	3	0.4448061706223479	0.06602234260826818	0.43509988646631303	-0.1263347938503981	-0.010218523176534794	-0.1952536252785751	-0.2607256317704116	-1.9135157714712294	-0.15477371406168638	-2.9573871141937165	-3.949051509992317
cg23500537	chr5	140419818	140419819	-	Age	7	0.46061812404994706	0.06263751191450445	0.2621136504236895	0.23362333696191437	-0.020385574388590056	0.07924713171521346	0.02089642776239163	3.7297671925537665	-0.3254531312868054	1.2651704911807464	0.3336088411511891
cg25937884	chr5	180674132	180674133	-	Cell Type PC2	2	0.19150940939665667	0.03211911945742369	0.2479343371871594	-0.020779695544013047	-0.008784490406008927	-0.000745494594145607	-0.18402946485631427	-0.6469571985483007	-0.27349723636270384	-0.023210306096149873	-5.72959246595347
cg26184474	chr5	61623162	61623163	-	Cell Type PC1	9	0.7040845899264199	0.09812729452788573	0.7187242569293477	0.011734303764417748	-0.008547552225450228	-0.5763040453109601	-0.021543387513705672	0.11958246501011097	-0.08710677560789361	-5.873024912015551	-0.21954531221263307
cg26235369	chr5	173286144	173286145	+	Mixed	3	0.3637201188226034	0.05180893829157383	0.4728242346909939	-0.07042400986105049	-0.019035449877262106	-0.2097334683924985	-0.17418583462406023	-1.3593023170000802	-0.36741632824307496	-4.04821012181617	-3.362080759960095
cg26921969	chr5	92948216	92948217	-	Age	7	0.4564195326587191	0.050208687244789656	0.13594327775477333	0.16353351851616735	-0.02316720128327198	0.06705165133798092	0.0304902610086881	3.257076165303203	-0.4614181838756624	1.3354591609032584	0.6072706274919026
cg00439981	chr6	170684298	170684299	-	Cell Type PC1	9	0.7851831503231786	0.13546693060866222	0.9000098207619638	0.012349450892062701	-0.01067342505222707	-0.7973523369540992	0.05639605616427201	0.09116210750901176	-0.07878989362400579	-5.885955586145936	0.4163086585846499
cg00791074	chr6	151186168	151186169	+	Age	4	0.6540925395816404	0.0802892296202454	0.483104238307009	-0.23459053162312887	-0.005696943897277151	-0.09572156430903468	-0.19555969849530427	-2.921818190717519	-0.0709552691465934	-1.1922092759113725	-2.4356903089028115
cg01699630	chr6	131894022	131894023	+	Cell Type PC1	9	0.727029071005729	0.09804331736982763	0.7814466605953936	0.005277462764642809	-0.013292276493487687	-0.5769354222650553	-0.0145512871213751	0.05382786819356363	-0.13557554813601524	-5.8844951164678205	-0.14841691929380993
cg01702055	chr6	13303064	13303065	+	Mixed	3	0.4915088753980962	0.07357799063972402	0.533596849805187	-0.12092283382836277	-0.021950448811438317	-0.20995363871475275	-0.3267750713516211	-1.6434647477730624	-0.29832900600560147	-2.8534842673646064	-4.441206786302187
cg02281167	chr6	30140112	30140113	-	Age	7	0.333772701135096	0.03839763840520796	0.1922738067251244	0.12485934404666253	-0.01665485474629285	0.033068070018635945	0.05009305248675707	3.2517453997829087	-0.43374685105722316	0.8612006204566697	1.304586807087668
cg02286081	chr6	33043840	33043841	-	Age	6	0.6284498403954697	0.07988836818409423	0.31301688542545536	-0.28561520393781303	-0.019265294737472308	0.011565194536744018	-0.057260671501799865	-3.5751788455566302	-0.24115268812447752	0.1447669391630739	-0.7167585570135662
